timestamp,exp_name,condition_id,repeat_id,offline_type,offline_param,offline_label,spec_size,spec_copies,clients_per_thread,client_test_time,client_warmup_time,prewarm_rounds,prewarm_clients,prewarm_test_time,recovery_prewarm_rounds,recovery_prewarm_test_time,server_cpuset,server_mems,loadgen_cpuset,loadgen_mems,offline_cpuset,offline_mems,qps,gets_p99_ms,client_log,client_json,offline_log,run_dir,notes
2026-05-24T23:40:32+08:00,stage1_90min_full_prewarm_no_repeat,baseline_none,1,none,,none,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,166694.23,97.791,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/baseline_none_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/baseline_none_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_baseline_none.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-24T23:44:31+08:00,stage1_90min_full_prewarm_no_repeat,ibench_cpu_w8,1,ibench_cpu,8,w8,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,166607.64,97.791,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_cpu_w8_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_cpu_w8_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_cpu_w8.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-24T23:48:31+08:00,stage1_90min_full_prewarm_no_repeat,ibench_membw_w2,1,ibench_membw,2,w2,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,150923.56,106.495,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_membw_w2_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_membw_w2_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_membw_w2.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-24T23:52:32+08:00,stage1_90min_full_prewarm_no_repeat,ibench_membw_w4,1,ibench_membw,4,w4,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,109800.06,146.431,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_membw_w4_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_membw_w4_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_membw_w4.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-24T23:56:33+08:00,stage1_90min_full_prewarm_no_repeat,ibench_membw_w8,1,ibench_membw,8,w8,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,69587.24,231.423,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_membw_w8_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_membw_w8_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_membw_w8.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-25T00:00:13+08:00,stage1_90min_full_prewarm_no_repeat,baseline_after_membw,1,none,,none,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,166751.71,97.791,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/baseline_after_membw_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/baseline_after_membw_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_baseline_after_membw.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-25T00:04:12+08:00,stage1_90min_full_prewarm_no_repeat,ibench_l3_w2,1,ibench_l3,2,w2,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,143943.48,112.639,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_l3_w2_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_l3_w2_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_l3_w2.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-25T00:08:14+08:00,stage1_90min_full_prewarm_no_repeat,ibench_l3_w4,1,ibench_l3,4,w4,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,92737.33,174.079,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_l3_w4_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_l3_w4_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_l3_w4.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-25T00:12:24+08:00,stage1_90min_full_prewarm_no_repeat,ibench_l3_w8,1,ibench_l3,8,w8,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,75716.84,218.111,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/ibench_l3_w8_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/ibench_l3_w8_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_ibench_l3_w8.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
2026-05-25T00:16:04+08:00,stage1_90min_full_prewarm_no_repeat,baseline_after_l3,1,none,,none,,,900,60,120,8,900,60,0,0,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,1,16,18,20,22,24,26,28,30,0,167262.31,97.791,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/raw/baseline_after_l3_repeat_1.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/parsed/baseline_after_l3_repeat_1.json,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354/logs/offline_baseline_after_l3.log,/home/lilinzhen/colocate_lab/results/cbs/stage1_90min_full_prewarm_no_repeat_20260524_230354,
